0,418.444428,0.9978,-0.0648,-0.0099,-0.0002
1,418.452798,0.9999,0.0043,0.0030,0.0002
0,418.458214,0.9976,-0.0684,-0.0106,-0.0002
1,418.462618,0.9999,0.0051,0.0056,0.0004
0,418.468050,0.9973,-0.0721,-0.0112,-0.0002
1,418.472450,0.9999,0.0060,0.0082,0.0004
0,418.477805,0.9970,-0.0758,-0.0118,-0.0002
1,418.481730,0.9999,0.0070,0.0108,0.0003
0,418.487083,0.9967,-0.0794,-0.0125,-0.0002
1,418.491024,0.9998,0.0081,0.0134,0.0002
0,418.496777,0.9965,-0.0830,-0.0131,-0.0002
1,418.502694,0.9998,0.0093,0.0162,0.0001
0,418.507986,0.9961,-0.0866,-0.0136,-0.0003
1,418.511916,0.9998,0.0104,0.0190,0.0001
0,418.517233,0.9958,-0.0902,-0.0140,-0.0004
1,418.521168,0.9996,0.0114,0.0220,0.0001
0,418.526483,0.9955,-0.0938,-0.0145,-0.0005
1,418.532415,0.9996,0.0123,0.0250,0.0002
0,418.537735,0.9951,-0.0973,-0.0150,-0.0006
1,418.541679,0.9995,0.0132,0.0282,0.0004
0,418.547002,0.9948,-0.1008,-0.0154,-0.0006
1,418.550934,0.9994,0.0142,0.0314,0.0006
0,418.556246,0.9944,-0.1044,-0.0159,-0.0005
1,418.562168,0.9993,0.0151,0.0344,0.0007
0,418.567949,0.9940,-0.1080,-0.0164,-0.0004
1,418.571879,0.9991,0.0161,0.0374,0.0009
0,418.577186,0.9936,-0.1116,-0.0168,-0.0002
1,418.581614,0.9990,0.0171,0.0402,0.0010
0,418.586911,0.9932,-0.1152,-0.0172,-0.0001
1,418.590858,0.9989,0.0180,0.0428,0.0013
0,418.596158,0.9927,-0.1187,-0.0176,-0.0001
1,418.602099,0.9988,0.0189,0.0455,0.0015
0,418.607412,0.9923,-0.1221,-0.0182,-0.0002
1,418.611340,0.9986,0.0200,0.0482,0.0017
0,418.617194,0.9919,-0.1255,-0.0186,-0.0003
1,418.621125,0.9985,0.0211,0.0509,0.0016
0,418.626421,0.9915,-0.1288,-0.0190,-0.0004
1,418.632337,0.9983,0.0223,0.0538,0.0015
0,418.638146,0.9910,-0.1322,-0.0195,-0.0004
1,418.642078,0.9980,0.0236,0.0568,0.0012
0,418.647894,0.9905,-0.1355,-0.0198,-0.0004
1,418.651831,0.9979,0.0247,0.0602,0.0012
0,418.657152,0.9901,-0.1389,-0.0203,-0.0004
1,418.661065,0.9976,0.0258,0.0635,0.0012
0,418.666406,0.9896,-0.1422,-0.0206,-0.0004
1,418.672321,0.9974,0.0267,0.0668,0.0013
0,418.677668,0.9891,-0.1455,-0.0210,-0.0004
1,418.681596,0.9971,0.0275,0.0699,0.0013
0,418.686929,0.9886,-0.1489,-0.0214,-0.0005
1,418.690844,0.9969,0.0284,0.0731,0.0012
0,418.696168,0.9881,-0.1521,-0.0219,-0.0008
1,418.702078,0.9966,0.0292,0.0761,0.0010
0,418.707399,0.9875,-0.1554,-0.0223,-0.0010
1,418.711333,0.9963,0.0300,0.0793,0.0011
0,418.716636,0.9871,-0.1587,-0.0228,-0.0012
1,418.721084,0.9961,0.0309,0.0824,0.0012
0,418.726890,0.9865,-0.1619,-0.0233,-0.0013
1,418.730819,0.9958,0.0317,0.0854,0.0014
0,418.736127,0.9860,-0.1651,-0.0237,-0.0012
1,418.740578,0.9955,0.0326,0.0885,0.0017
0,418.746393,0.9854,-0.1682,-0.0241,-0.0011
1,418.750318,0.9952,0.0334,0.0914,0.0020
0,418.755620,0.9849,-0.1714,-0.0246,-0.0011
1,418.761573,0.9949,0.0344,0.0942,0.0021
0,418.766862,0.9843,-0.1745,-0.0250,-0.0011
1,418.770794,0.9946,0.0355,0.0972,0.0021
0,418.776102,0.9838,-0.1776,-0.0255,-0.0011
1,418.782059,0.9943,0.0366,0.1001,0.0020
0,418.787352,0.9832,-0.1807,-0.0260,-0.0011
1,418.791281,0.9939,0.0377,0.1032,0.0019
0,418.796596,0.9826,-0.1838,-0.0266,-0.0010
1,418.800545,0.9935,0.0387,0.1063,0.0017
0,418.806382,0.9820,-0.1869,-0.0270,-0.0009
1,418.810317,0.9932,0.0398,0.1095,0.0016
0,418.815651,0.9814,-0.1899,-0.0275,-0.0009
1,418.821592,0.9928,0.0410,0.1123,0.0013
0,418.826917,0.9808,-0.1930,-0.0280,-0.0009
1,418.830884,0.9924,0.0419,0.1152,0.0012
0,418.836190,0.9802,-0.1960,-0.0284,-0.0009
1,418.840113,0.9920,0.0429,0.1182,0.0012
0,418.845917,0.9796,-0.1991,-0.0289,-0.0010
1,418.850341,0.9917,0.0439,0.1204,0.0009
0,418.855649,0.9789,-0.2021,-0.0295,-0.0011
1,418.861579,0.9913,0.0449,0.1234,0.0011
0,418.866890,0.9782,-0.2052,-0.0300,-0.0012
1,418.870799,0.9908,0.0461,0.1265,0.0010
0,418.876569,0.9776,-0.2082,-0.0306,-0.0012
1,418.881012,0.9904,0.0472,0.1293,0.0010
0,418.886791,0.9769,-0.2112,-0.0311,-0.0012
1,418.890717,0.9900,0.0482,0.1324,0.0010
0,418.896038,0.9763,-0.2142,-0.0317,-0.0010
1,418.899965,0.9895,0.0492,0.1358,0.0012
0,418.905788,0.9756,-0.2172,-0.0323,-0.0009
1,418.911717,0.9890,0.0503,0.1392,0.0015
0,418.917026,0.9749,-0.2202,-0.0330,-0.0006
1,418.920962,0.9885,0.0515,0.1420,0.0013
0,418.926269,0.9742,-0.2231,-0.0335,-0.0005
1,418.930194,0.9880,0.0526,0.1449,0.0018
0,418.935485,0.9734,-0.2262,-0.0342,-0.0007
1,418.941406,0.9875,0.0540,0.1477,0.0021
0,418.946749,0.9728,-0.2291,-0.0347,-0.0009
1,418.950680,0.9871,0.0549,0.1505,0.0027
0,418.956467,0.9720,-0.2322,-0.0353,-0.0013
1,418.960408,0.9865,0.0563,0.1538,0.0033
0,418.965718,0.9713,-0.2353,-0.0358,-0.0018
1,418.971656,0.9858,0.0576,0.1577,0.0044
0,418.977485,0.9705,-0.2383,-0.0363,-0.0021
1,418.981411,0.9851,0.0588,0.1613,0.0053
0,418.987237,0.9697,-0.2413,-0.0363,-0.0024
1,418.991640,0.9844,0.0596,0.1650,0.0065
0,418.997466,0.9690,-0.2443,-0.0362,-0.0027
1,419.001877,0.9837,0.0603,0.1689,0.0089
0,419.007641,0.9683,-0.2473,-0.0359,-0.0028
1,419.011634,0.9831,0.0604,0.1724,0.0110
0,419.017402,0.9675,-0.2503,-0.0357,-0.0032
1,419.021844,0.9825,0.0601,0.1756,0.0140
0,419.027602,0.9667,-0.2532,-0.0358,-0.0042
1,419.032064,0.9820,0.0590,0.1783,0.0166
0,419.037863,0.9659,-0.2561,-0.0361,-0.0054
1,419.042311,0.9815,0.0593,0.1807,0.0205
0,419.048089,0.9651,-0.2589,-0.0367,-0.0069
1,419.052544,0.9809,0.0577,0.1837,0.0258
0,419.058324,0.9644,-0.2617,-0.0374,-0.0082
1,419.062701,0.9803,0.0561,0.1863,0.0319
0,419.068467,0.9636,-0.2645,-0.0380,-0.0093
1,419.072867,0.9797,0.0542,0.1887,0.0381
0,419.078651,0.9628,-0.2672,-0.0385,-0.0106
1,419.083060,0.9793,0.0520,0.1902,0.0441
0,419.088805,0.9621,-0.2696,-0.0392,-0.0118
1,419.093211,0.9796,0.0506,0.1893,0.0444
0,419.098974,0.9614,-0.2719,-0.0397,-0.0130
1,419.103394,0.9808,0.0523,0.1857,0.0289
0,419.109142,0.9608,-0.2740,-0.0399,-0.0141
1,419.113521,0.9813,0.0591,0.1825,0.0145
0,419.119267,0.9602,-0.2760,-0.0400,-0.0156
1,419.123613,0.9816,0.0599,0.1805,0.0132
0,419.129372,0.9596,-0.2778,-0.0403,-0.0176
1,419.133761,0.9824,0.0557,0.1774,0.0120
0,419.139516,0.9590,-0.2799,-0.0404,-0.0190
1,419.143881,0.9829,0.0539,0.1752,0.0125
0,419.149637,0.9583,-0.2822,-0.0406,-0.0205
1,419.153985,0.9832,0.0521,0.1744,0.0146
0,419.159736,0.9575,-0.2847,-0.0410,-0.0222
1,419.164084,0.9834,0.0490,0.1739,0.0132
0,419.169865,0.9566,-0.2874,-0.0415,-0.0234
1,419.174222,0.9835,0.0478,0.1738,0.0101
0,419.179962,0.9557,-0.2900,-0.0423,-0.0253
1,419.184325,0.9835,0.0485,0.1736,0.0090
0,419.190051,0.9547,-0.2930,-0.0436,-0.0273
1,419.194441,0.9839,0.0457,0.1725,0.0066
0,419.200253,0.9538,-0.2956,-0.0454,-0.0290
1,419.204642,0.9843,0.0437,0.1709,0.0056
0,419.210443,0.9529,-0.2982,-0.0471,-0.0302
1,419.214790,0.9845,0.0430,0.1696,0.0057
0,419.220586,0.9520,-0.3005,-0.0489,-0.0312
1,419.224955,0.9849,0.0419,0.1679,0.0051
0,419.230755,0.9511,-0.3029,-0.0507,-0.0322
1,419.235098,0.9853,0.0401,0.1657,0.0037
0,419.240881,0.9503,-0.3051,-0.0528,-0.0332
1,419.245236,0.9858,0.0381,0.1633,0.0023
0,419.250558,0.9495,-0.3069,-0.0545,-0.0334
1,419.254911,0.9863,0.0357,0.1611,0.0012
0,419.260222,0.9489,-0.3090,-0.0558,-0.0333
1,419.264593,0.9866,0.0327,0.1595,0.0002
0,419.269903,0.9482,-0.3108,-0.0566,-0.0325
1,419.274260,0.9869,0.0294,0.1587,-0.0003
0,419.279607,0.9477,-0.3125,-0.0569,-0.0318
1,419.283967,0.9870,0.0259,0.1586,-0.0005
0,419.289319,0.9471,-0.3142,-0.0572,-0.0313
1,419.293677,0.9869,0.0222,0.1592,-0.0008
0,419.298999,0.9465,-0.3161,-0.0576,-0.0308
1,419.303360,0.9868,0.0187,0.1608,-0.0009
0,419.308711,0.9459,-0.3178,-0.0584,-0.0305
1,419.313084,0.9866,0.0154,0.1624,-0.0013
0,419.318426,0.9453,-0.3192,-0.0599,-0.0309
1,419.322809,0.9863,0.0125,0.1642,-0.0014
0,419.328145,0.9446,-0.3206,-0.0618,-0.0318
1,419.332506,0.9861,0.0097,0.1659,-0.0013
0,419.337822,0.9440,-0.3221,-0.0632,-0.0322
1,419.342163,0.9858,0.0073,0.1677,-0.0009
0,419.347582,0.9434,-0.3237,-0.0646,-0.0324
1,419.351949,0.9855,0.0051,0.1694,-0.0002
0,419.357335,0.9427,-0.3255,-0.0656,-0.0325
0,419.366539,0.9420,-0.3271,-0.0665,-0.0326
1,419.370896,0.9850,0.0015,0.1723,0.0013
0,419.376283,0.9414,-0.3289,-0.0674,-0.0329
1,419.380642,0.9849,0.0004,0.1733,0.0009
0,419.385511,0.9407,-0.3306,-0.0685,-0.0329
1,419.389874,0.9847,-0.0005,0.1741,0.0017
0,419.395279,0.9400,-0.3324,-0.0696,-0.0330
1,419.399651,0.9846,-0.0023,0.1747,0.0022
0,419.405033,0.9391,-0.3343,-0.0712,-0.0333
1,419.409399,0.9844,-0.0037,0.1755,0.0034
0,419.414783,0.9384,-0.3362,-0.0727,-0.0339
1,419.419168,0.9842,-0.0042,0.1768,0.0040
0,419.425059,0.9375,-0.3381,-0.0743,-0.0347
1,419.429406,0.9840,-0.0034,0.1780,0.0006
0,419.434312,0.9368,-0.3398,-0.0756,-0.0350
1,419.438686,0.9837,-0.0024,0.1797,0.0024
0,419.443606,0.9360,-0.3415,-0.0769,-0.0356
1,419.449966,0.9835,-0.0037,0.1805,0.0024
0,419.455324,0.9354,-0.3430,-0.0781,-0.0359
1,419.459709,0.9834,-0.0045,0.1812,0.0038
0,419.465100,0.9347,-0.3445,-0.0793,-0.0363
1,419.469470,0.9832,-0.0048,0.1824,0.0052
0,419.475358,0.9340,-0.3463,-0.0807,-0.0367
1,419.479734,0.9830,-0.0051,0.1835,0.0055
0,419.485625,0.9333,-0.3477,-0.0819,-0.0370
1,419.489993,0.9827,-0.0050,0.1848,0.0042
0,419.495867,0.9327,-0.3488,-0.0830,-0.0374
1,419.500227,0.9825,-0.0035,0.1858,0.0047
0,419.505627,0.9323,-0.3499,-0.0836,-0.0372
1,419.509991,0.9824,-0.0039,0.1866,0.0056
0,419.515892,0.9318,-0.3510,-0.0841,-0.0371
